Gene,log2FC,Pvalue,Padj
AB015046,-0.27830000000000155,0.0712693403245334,1541.1994845180348
AB016901,-0.029293333333333393,0.7498620451381597,16215.766726112703
AB017006,0.2889333333333326,0.012206099891252056,263.95691014832573
AB022718,0.5244799999999996,0.003989579708373494,86.2746611935768
AB026707,-0.15197000000000038,0.08953882651257668,1936.2771233344706
AB027121,0.00804333333333318,0.9241946438176607,19985.70917255691
AB028953,-0.042129999999998446,0.89944199553778,19450.433153504495
AB028979,0.3124300000000009,0.02999831581336628,648.7135794640459
AB029488,-0.010443333333333804,0.9076104942677573,19627.076938540253
AB031481,-0.1653011111111118,0.168500584667969,3643.8251434448293
AB038317,-0.15244999999999997,0.10230046912521451,2212.247644832764
AB042555,1.0731000000000002,0.001388570720448152,30.02784182969129
AB051440,-0.07585666666666668,0.5874893872178241,12704.457998585445
AB051441,-0.2459633333333331,0.19990780472717035,4323.0062772250585
AB052759,0.5322866666666677,0.01384476049347305,299.3929456713547
AB056652,-0.26492666666666587,0.0019261731232350712,41.65349378995842
AB062437,0.09372666666666696,0.4720821895354599,10208.77734870432
AB062482,0.10409999999999986,0.3901520780063655,8437.038686887654
AB064667,-0.2904099999999987,0.04272370344145704,923.9000869215084
AB064670,-0.02010666666666605,0.869136732253644,18795.081834985052
AB075871,0.4146833333333326,0.0007574291153444008,16.379404619322667
AB083483,-0.0038999999999989043,0.9807954348120971,21209.7012778116
AB209578,-0.12300000000000111,0.08565441843553728,1852.2767986684937
AB231735,0.6881799999999991,0.004469753630863757,96.65842226742875
AB593172,-0.06433000000000089,0.6621397081713533,14318.771189205514
AB593173,-0.714016666666665,0.006978099033468706,150.90139159876077
AB735447,-0.5750999999999991,0.0012224149336178172,26.434722939485297
ABAT,1.7027166666666673,0.0001696506674071222,3.6686956826790174
ABCA1,0.790443333333334,0.0005000387681546211,10.813338361343682
ABCA10,-0.11921666666666653,0.10662492962114827,2305.7641030573313
ABCA11P,-0.10595333333333379,0.4308570262222663,9317.283192056508
ABCA12,1.05356,8.95181273405566e-05,1.9358295037395366
ABCA13,-0.42605000000000004,0.004621557687427237,99.94118499061399
ABCA2,0.40529333333333284,0.001235418982109066,26.715935488108553
ABCA3,0.1816966666666664,0.13217759871579998,2858.3405722291745
ABCA4,-0.15191000000000088,0.11594390470803582,2507.2869393112746
ABCA5,0.2436566666666664,0.16778406266635226,3628.330355159868
ABCA6,-0.0808099999999996,0.32737654506597147,7079.517787051633
ABCA7,0.08361000000000018,0.3110194361050846,6725.795305772454
ABCA8,0.3085899999999997,0.05564847460362171,1203.3982633033195
ABCA9,-0.043900000000000716,0.3897577243066823,8428.510788132005
ABCB1,-0.052646666666665176,0.6124655485399947,13244.567487177384
ABCB10,-0.1102333333333334,0.013655646473553022,295.3033549905841
ABCB11,-0.2556766666666661,0.056905251907349234,1230.5760724964273
ABCB4,0.5434200000000011,0.003127820717797367,67.63912302236807
ABCB5,-0.041386666666666905,0.5323177485060765,11511.371311443903
ABCB6,0.06737333333333595,0.4410461479741648,9537.622949941313
ABCB7,0.2721999999999998,0.040163249785117115,868.5302766031576
